Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview,Sentimiento,SentimientoHF
Tiempo,"Es un poco tardado para entrar , los de la entrada muy groseros no te solucionan y tardan mucho en los juegos tardan más a la gente y eso desespera",4,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Tiempo. Es un poco tardado para entrar , los de la entrada muy groseros no te solucionan y tardan mucho en los juegos tardan más a la gente y eso desespera.",Positivo,Negativo
Mi dia en Acuario Michin,"No me gusta que te cobren todas la sinteracciones adentro , terminas pagando el doble de lo quevpagas a la entrada . Lo ideal sería que te armaran paquetes desde la entrada para saber desde un inicio el verdadero valor . Hace falta más personal , hay muchisima gente, no encuentras quien te pueda resolver una pregunta hasta de donde esta el baño, el lugar es muy grande . En el área de brincolines sacan a los niños que ya entraron y bo los dejan ponerse sus zapatos adentro , los niños tienen que sentarse en el suelo sucio para ponerse sus zapatos . Muy caro",3,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Mi dia en Acuario Michin. No me gusta que te cobren todas la sinteracciones adentro , terminas pagando el doble de lo quevpagas a la entrada . Lo ideal sería que te armaran paquetes desde la entrada para saber desde un inicio el verdadero valor . Hace falta más personal , hay muchisima gente, no encuentras quien te pueda resolver una pregunta hasta de donde esta el baño, el lugar es muy grande . En el área de brincolines sacan a los niños que ya entraron y bo los dejan ponerse sus zapatos adentro , los niños tienen que sentarse en el suelo sucio para ponerse sus zapatos . Muy caro.",Neutro,Negativo
Excelente experiencia,"La experiencia de darles de comer a los pajaros es muy bonita, y el mar abierto igual está impresionante, las ranas muy exoticas",4,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Excelente experiencia. La experiencia de darles de comer a los pajaros es muy bonita, y el mar abierto igual está impresionante, las ranas muy exoticas.",Positivo,Positivo
Gran lugar pero hay que ir preparados.,"El lugar tiene muchos atractivos y puedes estar horas sin aburrirte. Complicado la entrada y la cantidad de personas que no deja ver bien los animales. Las opciones de comidas limitadas. Por lo demás, perfecto.",3,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Gran lugar pero hay que ir preparados. El lugar tiene muchos atractivos y puedes estar horas sin aburrirte. Complicado la entrada y la cantidad de personas que no deja ver bien los animales. Las opciones de comidas limitadas. Por lo demás, perfecto.",Neutro,Neutro
Mi Visita,"Lo que no me gustó fue la falta de aire acondicionado en el lugar, se siente mucho calor, el personal para ingresar nada amigable y lo que si me gustó fueron las capibaras, tarántulas y los juegos",3,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Mi Visita. Lo que no me gustó fue la falta de aire acondicionado en el lugar, se siente mucho calor, el personal para ingresar nada amigable y lo que si me gustó fueron las capibaras, tarántulas y los juegos.",Neutro,Negativo
Linda experiencia,"Las especies en buenas condiciones, las interacciones y los animales marino excelentes, buenas instalaciones y todo limpio",4,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Linda experiencia. Las especies en buenas condiciones, las interacciones y los animales marino excelentes, buenas instalaciones y todo limpio.",Positivo,Positivo
En general bien,Solamente ser un poco más amables en donde venden comida ya que no me quisieron dar una coca y vengo en un evento corporativo,4,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,En general bien. Solamente ser un poco más amables en donde venden comida ya que no me quisieron dar una coca y vengo en un evento corporativo.,Positivo,Neutro
Día en el acuario,"Es una exhibición muy completa y agradable, lleno mis expectativas, sin embargo se me hizo de alto costo las atracciones pagadas, sugiero un costo más elevado dentro de un estándar pero teniendo acceso a estos o incluir más interacción.",3,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Día en el acuario. Es una exhibición muy completa y agradable, lleno mis expectativas, sin embargo se me hizo de alto costo las atracciones pagadas, sugiero un costo más elevado dentro de un estándar pero teniendo acceso a estos o incluir más interacción.",Neutro,Positivo
Bien,"Estuvo bien pero elarea de comida falta personal, esta muy grande el lugar super padre, el boliche lo amo, además los animales están muy bien cuidados",3,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Bien. Estuvo bien pero elarea de comida falta personal, esta muy grande el lugar super padre, el boliche lo amo, además los animales están muy bien cuidados.",Neutro,Neutro
Regular,"No respetan promociones, demasiada gente y poca supervisión de los grupos, las actividades están muy saturadas y no puedes disfrutar el lugar",3,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Regular. No respetan promociones, demasiada gente y poca supervisión de los grupos, las actividades están muy saturadas y no puedes disfrutar el lugar.",Neutro,Negativo
Algunos inconvenientes,"Llegamos temprano y no alcanzamos la promoción de entrada, pagamos normal y además cobran muy caro por dar de comer a los animales",3,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Algunos inconvenientes. Llegamos temprano y no alcanzamos la promoción de entrada, pagamos normal y además cobran muy caro por dar de comer a los animales.",Neutro,Neutro
Planea ir lo más temprano posible,"Me parece un poco caótico, no hay mucho control en varios lugares y las filas de espera son largas, las especies están bien cuidadas.",3,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Planea ir lo más temprano posible. Me parece un poco caótico, no hay mucho control en varios lugares y las filas de espera son largas, las especies están bien cuidadas.",Neutro,Neutro
Experiencia en el acuario,"Está bonito  todo pero nos restringen mucho en algunas actividades por nuestras entradas , pero de ahí en fuera está limpio y  son amables aunque un poco cara la comida.",3,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Experiencia en el acuario. Está bonito  todo pero nos restringen mucho en algunas actividades por nuestras entradas , pero de ahí en fuera está limpio y  son amables aunque un poco cara la comida.",Neutro,Positivo
Buena,"Muy divertido, limpio, con variedad y los animales bien cuidados, pero muchísima gente, seria mejor que por día entrarán menos.",4,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Buena. Muy divertido, limpio, con variedad y los animales bien cuidados, pero muchísima gente, seria mejor que por día entrarán menos.",Positivo,Positivo
Kendrick pésimo servicio deberían considerar mantener lo de personal,Kendrick ( un miembro de su personal) pésimo servicio me aventé por la tirolesa y de regreso me dio miedo por los puentes le pedí que me apoyara y no hizo más que regañar me uno no paga para que lo regañen a el contario su trabajo es servir y apoyar aparte de todo con su coraje aventó el riel eh hizo que me pegara en la boca!  Todo bien menos esa persona deberían de capacitar a su personal para dar un buen servicio y ser claro que sí no les gusta el atención a clientes que no se renten. De ahí en fuera un lugar excelente,2,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,Kendrick pésimo servicio deberían considerar mantener lo de personal. Kendrick ( un miembro de su personal) pésimo servicio me aventé por la tirolesa y de regreso me dio miedo por los puentes le pedí que me apoyara y no hizo más que regañar me uno no paga para que lo regañen a el contario su trabajo es servir y apoyar aparte de todo con su coraje aventó el riel eh hizo que me pegara en la boca!  Todo bien menos esa persona deberían de capacitar a su personal para dar un buen servicio y ser claro que sí no les gusta el atención a clientes que no se renten. De ahí en fuera un lugar excelente.,Negativo,Negativo
Pésimo manejo de grupos y su seguridad,"Cómo lugar es excelente. Pero la gestión y administración de los grupos que ingresan es muy mala. Cuando fui, desafortunadamente acudieron dos grupos de curso de verano y acapararon todo el dia. Para que los niños pudieran subir a una atracción tenían que hacer fila de 30 niños o más, pesimo. Señores, por favor si ya tiene programados grupos tan grandes cierren el lugar y eviten tan malas experiencias a usuarios de a pie. Programen horarios específicos para estos grupos. En verdad, no solo es el espacio, también la seguridad está de por medio con grupos tan grandes. Por favor pongan atención a esta cuestión.",2,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Pésimo manejo de grupos y su seguridad. Cómo lugar es excelente. Pero la gestión y administración de los grupos que ingresan es muy mala. Cuando fui, desafortunadamente acudieron dos grupos de curso de verano y acapararon todo el dia. Para que los niños pudieran subir a una atracción tenían que hacer fila de 30 niños o más, pesimo. Señores, por favor si ya tiene programados grupos tan grandes cierren el lugar y eviten tan malas experiencias a usuarios de a pie. Programen horarios específicos para estos grupos. En verdad, no solo es el espacio, también la seguridad está de por medio con grupos tan grandes. Por favor pongan atención a esta cuestión.",Negativo,Negativo
Terribles condiciones y falta del cuidado con las aves,"Pésima experiencia, como es posible que el aviario esté descubierto a la intemperie, el domingo 10/08/25 cayó un diluvio, las aves q en su mayoría son de clima caliente quedaron empapadas, todos entumidos, una lástima verlos en esas condiciones, eso me hace pensar q no hay especialistas ni se preocupan por los animales, ya que los cuidados básicos como mantenerlos en una área cálida y con opción a refugiarse al parecer no los conocen los cuidadores, que terrible q un lugar tan grande y de tanta fama, se vea tan carente en los cuidados básicos de las aves.Por otra parte los animales como toda especie requiere disciplina y respeto en los horarios de sueño y descanso, cosa q al parecer también desconocen los especialistas y extienden el horario de acuario hasta las 10 de la noche, por lo cual los animales están expuestos a periodos de estrés prolongado. Evidentemente sigue siendo un lugar q solo se aprovecha y maltrata a los animales con tal de beneficiarse económicamente, es una pena q se siga explotando a los animales de esta forma, todo una decepción, fui con la expectativa de un lugar más amigable y cuidadoso con los animales, y salí sumamente decepcionado y triste por las condiciones de varias especies.",1,2025-08-01,Cdmx,Acuario Michin Ciudad De Mexico,"Terribles condiciones y falta del cuidado con las aves. Pésima experiencia, como es posible que el aviario esté descubierto a la intemperie, el domingo 10/08/25 cayó un diluvio, las aves q en su mayoría son de clima caliente quedaron empapadas, todos entumidos, una lástima verlos en esas condiciones, eso me hace pensar q no hay especialistas ni se preocupan por los animales, ya que los cuidados básicos como mantenerlos en una área cálida y con opción a refugiarse al parecer no los conocen los cuidadores, que terrible q un lugar tan grande y de tanta fama, se vea tan carente en los cuidados básicos de las aves.Por otra parte los animales como toda especie requiere disciplina y respeto en los horarios de sueño y descanso, cosa q al parecer también desconocen los especialistas y extienden el horario de acuario hasta las 10 de la noche, por lo cual los animales están expuestos a periodos de estrés prolongado. Evidentemente sigue siendo un lugar q solo se aprovecha y maltrata a los animales con tal de beneficiarse económicamente, es una pena q se siga explotando a los animales de esta forma, todo una decepción, fui con la expectativa de un lugar más amigable y cuidadoso con los animales, y salí sumamente decepcionado y triste por las condiciones de varias especies.",Negativo,Negativo
