Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview,TituloReviewLimpio,SentimientoPorCalificacion,SentimientoPorHF,SentimientoPorCardiff,SubjetividadConHF,SubjetividadConFrases,SubjetividadConLLM,TopicoConBERTopic,TopicoConFASTopic,labels_parsed,num_labels,TopicoConLLM_gpt-4o-mini,TopicoConLLM_gpt-4.1-mini
100 recomendable,"Todo muy bien, buen ubicado, agarre el tour para no manejar!!! Comida bien, trago a Full, si quieres algo más fresa igual se puede comprar, si lo recomiendo",5,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,"100 recomendable. Todo muy bien, buen ubicado, agarre el tour para no manejar!!! Comida bien, trago a Full, si quieres algo más fresa igual se puede comprar, si lo recomiendo.",todo mucho bien ubicado agarrir el tour para no manejar comida bien trago a full si querer algo mas fresa igual él poder comprar si él recomeir,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,Actividades Acuáticas,"[0, 1, 2]",3,"[0, 1, 2]","[1, 2]"
CUMPLEAÑOS MEGA INCREIBLE,"Fue mi cumpleaños y Josue y Cesar encargados de la trajinera me hciieron pasar un Cumpleaños Increíble, se los mega recomiendo.",5,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,"CUMPLEAÑOS MEGA INCREIBLE. Fue mi cumpleaños y Josue y Cesar encargados de la trajinera me hciieron pasar un Cumpleaños Increíble, se los mega recomiendo.",cumpleanos mega ser mi cumpleano y josue y cesar encargado de el trajinera yo hcieír pasar uno cumpleanos increible él él mega recomeir,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Vida Nocturna,[10],1,[10],[10]
Xochimilco,"Visita, personal y guía son increíbles! Javier, el guía y Juan, el que llevaba el bote, hicieron que nuestra estadía fuera la mejor de todas. Hay que volver.",5,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,"Xochimilco. Visita, personal y guía son increíbles! Javier, el guía y Juan, el que llevaba el bote, hicieron que nuestra estadía fuera la mejor de todas. Hay que volver.",xochimilco visita y guia ser javier el guia y juan el que llevar el bote hacer que nuestro estadia fuera el de todo haber que volver,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Excursiones Guiadas,[10],1,[10],[10]
Muy lindo lugar muy bien mantenido,Todo bien no nos sacamos las sesiones de fotos solo por la espera que había Bueno en una próxima si o si. Volveré en otra oportunidad,5,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,Muy lindo lugar muy bien mantenido. Todo bien no nos sacamos las sesiones de fotos solo por la espera que había Bueno en una próxima si o si. Volveré en otra oportunidad.,mucho lugar mucho bien mantenido todo bien no yo sacar el sesión de foto por el espera que habiar en uno si o si volverir en otro oportunidad,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Parques y Diversión,[],0,[0],"[4, 10]"
Lástima!,"Todo parecía ir bien, la música bien, la comida y los paisajes re lindos el barco puebla bonito. Pero el encargado animador Alberto y el capitan ángel Miguel andaban en un pleito de nunca acabar. Llegó un momento que estuvo tenso el ambiente el animador Alberto no nos ponía atención por estar en el celular y el capitán se la pasaba chocándo a propósito para hacer enojar al otro y no le importaba que la gente se asustara por los golpes y por su cara de malo.Triste por que todo iba bien opino que no los pongan juntos por qué nos arruinaron la noche al menos a mi y mi familia. aun lado teníamos un barquito donde si se la estaban pasando bien.esperemos regresar.",2,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,"Lástima!. Todo parecía ir bien, la música bien, la comida y los paisajes re lindos el barco puebla bonito. Pero el encargado animador Alberto y el capitan ángel Miguel andaban en un pleito de nunca acabar. Llegó un momento que estuvo tenso el ambiente el animador Alberto no nos ponía atención por estar en el celular y el capitán se la pasaba chocándo a propósito para hacer enojar al otro y no le importaba que la gente se asustara por los golpes y por su cara de malo.Triste por que todo iba bien opino que no los pongan juntos por qué nos arruinaron la noche al menos a mi y mi familia. aun lado teníamos un barquito donde si se la estaban pasando bien.esperemos regresar.",lastimar todo parecia ir bien el musico bien el comida y el paisaje re el barco puebla pero el encargado y el capitar miguel andar en uno pleito de nunca acabar llego uno momento que estar el ambiente el no yo ponia atencion por estar en el celular y el capitar él él pasar chocar a proposito para hacer enojar al otro y no él importar que el gente él asustar por el golpe y por su cara de por que todo ir bien opino que no él pongar junto por que yo arruinar el noche al menos a mi y mi familia aun lado teniamos uno barquito donde si él él estar pasar bien esperer regresar,Negativo,Negativo,Negativo,Subjetivo,Mixta,Mixta,,Parques y Diversión,"[1, 13]",2,"[1, 10]","[1, 7, 10]"
Fantástico,Me encantó fue una experiencia única divertida emocionante es algo que volvería hacer las veces que pueda gracias por los mejores días y las mejores vacaciones,5,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,Fantástico. Me encantó fue una experiencia única divertida emocionante es algo que volvería hacer las veces que pueda gracias por los mejores días y las mejores vacaciones.,yo encantar ser uno experiencia ser algo que volveriar hacer el vez que poder gracia por el dia y el vacación,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Parques y Diversión,[],0,[],[13]
Excelente animación,"La mejor Animación, Tony de la Trajinera de Campeche. Buena etiqueta, excelente energía y sentido del humor espectacular!",5,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"Excelente animación. La mejor Animación, Tony de la Trajinera de Campeche. Buena etiqueta, excelente energía y sentido del humor espectacular!.",animacion el animacion tony de el trajinera de campeche etiqueto energia y sentido del humor,Positivo,Positivo,Positivo,Subjetivo,Mixta,Subjetiva,,Excursiones Guiadas,[14],1,"[3, 10]",[10]
Xoximilco lugar que debes visitar,"Gran ambiente familiar, cena deliciosa, el personal muy cordial, instalaciones increíbles. cuenta con accesibilidad para todos los visitantes.",5,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"Xoximilco lugar que debes visitar. Gran ambiente familiar, cena deliciosa, el personal muy cordial, instalaciones increíbles. cuenta con accesibilidad para todos los visitantes.",xoximilco lugar que deber visitar ambiente cenar el personal mucho instalación contar con accesibilidad para todo el visitante,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Vida Nocturna,"[0, 1, 2, 10]",4,"[0, 1, 2, 10]","[0, 1, 2, 10]"
No te lo puedes perder,"Me encantó convivir con personas de diferentes lugares del país e internacionales, excelente calidad de alimentos, bebidas deliciosas, tequila suficiente.",5,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"No te lo puedes perder. Me encantó convivir con personas de diferentes lugares del país e internacionales, excelente calidad de alimentos, bebidas deliciosas, tequila suficiente.",no tú él poder perder yo encantar convivir con persona de diferente lugar del pais e calidad de alimento bebido tequila,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Vida Nocturna,[1],1,[1],"[1, 10]"
Una excelente  semana y uno de las mejores noches en los parques del hotel xcaret,Una experiencia  formidable me dejo in buen sabor de boca  el como los chicos encargados de ambientar dan todo de ellos para que uno se divierta.,5,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,Una excelente  semana y uno de las mejores noches en los parques del hotel xcaret. Una experiencia  formidable me dejo in buen sabor de boca  el como los chicos encargados de ambientar dan todo de ellos para que uno se divierta.,uno semana y uno de el noche en el parque del hotel uno experiencia formidable yo dejar in buen sabor de boca el como el chico encargado de ambientar dar todo de él para que uno él diviertar,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Parques y Diversión,"[0, 10]",2,"[0, 10]","[3, 10]"
NO TE LO PUEDES PERDER,"Una de las experiencias más imperdibles que puedas tener ! Mucha música, ambiente, comida, bebida y bailes ! No recomiendo ir con bebés. Ya que el ambiente está bien activo.",5,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"NO TE LO PUEDES PERDER. Una de las experiencias más imperdibles que puedas tener ! Mucha música, ambiente, comida, bebida y bailes ! No recomiendo ir con bebés. Ya que el ambiente está bien activo.",no tú él poder uno de el experiencia mas imperdibl que poder tener mucho musico ambiente comida bebida y bail no recomeir ir con bebes ya que el ambiente este bien activo,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Vida Nocturna,"[1, 7]",2,"[1, 7]","[1, 3, 7, 10]"
Excelente experiencia,"Excelente servicio de parte de todo el personal, son personas muy atentas a las neceisdades del cliente. En especial agradecimiento a Hector y Richie que nos amenizaron el paseo.",5,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"Excelente experiencia. Excelente servicio de parte de todo el personal, son personas muy atentas a las neceisdades del cliente. En especial agradecimiento a Hector y Richie que nos amenizaron el paseo.",experiencia servicio de parte de todo el ser persona mucho a el neceisdad del cliente en agradecimiento a hector y richie que yo amenizar el paseo,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Vida Nocturna,[10],1,[10],[10]
"Me gusto mucho lo recomiendo, es un lugar para ver el mar y poder comer súper buena la música. Lo recomiendo","Súper buena la atención y la comida, recomiendo mucho este lugar igual al que nos atendió marco. La música es muy agradable y el ambiente",5,2025-07-01,Cancun,Avenida Kukulkan,"Me gusto mucho lo recomiendo, es un lugar para ver el mar y poder comer súper buena la música. Lo recomiendo. Súper buena la atención y la comida, recomiendo mucho este lugar igual al que nos atendió marco. La música es muy agradable y el ambiente.",yo gustar mucho él recomeir ser uno lugar para ver el mar y poder comer super el musico él recomeir super el atencion y el comida recomeir mucho este lugar al que yo atendio marco el musica ser mucho y el ambiente,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Vida Nocturna,"[1, 10, 13]",3,"[1, 9, 10]","[1, 9, 10]"
"Me encanto coco bongo, una experiencia diferente","Me pareció sobrevalorado, tiene lugares lindos si, pero no cumplió mis expectativas, en cuanto al servicio del hotel (hard rock Riviera maya) instalaciones muy cómodas, diferentes ambientes de restaurantes y un servicio muy bueno.",4,2025-03-01,Cancun,Avenida Kukulkan,"Me encanto coco bongo, una experiencia diferente. Me pareció sobrevalorado, tiene lugares lindos si, pero no cumplió mis expectativas, en cuanto al servicio del hotel (hard rock Riviera maya) instalaciones muy cómodas, diferentes ambientes de restaurantes y un servicio muy bueno.",yo encantar coco uno experiencia yo parecer tener lugar lindo si pero no cumplio mi expectativa en cuanto al servicio del hotel hard rock riviera maya instalación mucho comoda diferente ambiente de restaurante y uno servicio mucho bueno,Positivo,Neutro,Positivo,Subjetivo,Subjetivo,Mixta,,Vida Nocturna,"[0, 1, 10]",3,"[0, 10]","[0, 7, 10]"
No es lo que fue,"Antes era una avenida muy pintoresca, decorada con columnas que simulaban ser monumentos mayas. Ahora los quitaron, se puede encontrar cada tanto un restaurante, estan todos los hoteles. Lo bueno es que el transporte publico es bueno, rapido y frecuente. Y no es caro, el boleto cuesta 12 MXN. En uno de sus extremos hay 2 malls, y una rueda gigante.",3,2024-05-01,Cancun,Avenida Kukulkan,"No es lo que fue. Antes era una avenida muy pintoresca, decorada con columnas que simulaban ser monumentos mayas. Ahora los quitaron, se puede encontrar cada tanto un restaurante, estan todos los hoteles. Lo bueno es que el transporte publico es bueno, rapido y frecuente. Y no es caro, el boleto cuesta 12 MXN. En uno de sus extremos hay 2 malls, y una rueda gigante.",no ser él que ser antes ser uno avenida mucho con columna que simular ser monumento ahora él quitar él poder encontrar cada tanto uno restaurante estar todo el hotel él bueno ser que el transporte ser y y no ser el boleto costar mxn en uno de su extremo haber malls y uno rueda,Neutro,Negativo,Neutro,Subjetivo,Mixta,Mixta,,Compras y Lujo,"[1, 2, 5]",3,"[0, 1, 2, 5]","[0, 1, 2, 5]"
Una buena avenida,Esta avenida es una de las más importantes y la realidad es que si tiene mucho que ofrecer. Es una de las que más visito cuando estoy en Cancún.,5,2024-02-01,Cancun,Avenida Kukulkan,Una buena avenida. Esta avenida es una de las más importantes y la realidad es que si tiene mucho que ofrecer. Es una de las que más visito cuando estoy en Cancún.,uno avenida este avenida ser uno de el mas y el realidad ser que si tener mucho que ofrecer ser uno de el que mas visito cuando estar en cancun,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Compras y Lujo,[],0,[4],[]
Un símbolo de la zona hotelera y de todo Cancún,"La avenida Kukulcán a lo largo de sus 26 kms. une todos los hoteles de la zona hotelera de norte a sur, inicia saliendo de Cancún y termina cerca del acceso al aeropuerto. Las numerosas líneas de ""camiones"" (ómnibus) trasladan a los turistas de los hoteles más distantes a la zona más céntrica y viceversa.",4,2023-03-01,Cancun,Avenida Kukulkan,"Un símbolo de la zona hotelera y de todo Cancún. La avenida Kukulcán a lo largo de sus 26 kms. une todos los hoteles de la zona hotelera de norte a sur, inicia saliendo de Cancún y termina cerca del acceso al aeropuerto. Las numerosas líneas de ""camiones"" (ómnibus) trasladan a los turistas de los hoteles más distantes a la zona más céntrica y viceversa.",uno simbolo de el zona y de todo cancun el avenida kukulcar a él largo de su kms unir todo el hotel de el zona hotelero de norte a sur iniciar salir de cancun y terminar cerca del acceso al aeropuerto el numeroso linea de camión omnibu trasladar a el turista de el hotel mas distante a el zona mas centrico y viceversa,Positivo,Positivo,Neutro,Objetivo,Mixta,Objetiva,,Compras y Lujo,[2],1,"[0, 2]","[0, 2]"
La mejor elección.,"La avenida Kukulkan es fantástica. Es ideal para correr o caminar, para tomar un bus o andar en bici, tanto de día como de noche. Conecta todo: hoteles, shoppings, restos, bancos y atracciones. Fue fantástico estar cerca de esta avenida, super iluminada, con mucho movimiento a toda hora. La zona hotelera de Cancún es sin dudas la mejor elección cuando se busca alojamiento en este magnífico destino.",5,2023-01-01,Cancun,Avenida Kukulkan,"La mejor elección. La avenida Kukulkan es fantástica. Es ideal para correr o caminar, para tomar un bus o andar en bici, tanto de día como de noche. Conecta todo: hoteles, shoppings, restos, bancos y atracciones. Fue fantástico estar cerca de esta avenida, super iluminada, con mucho movimiento a toda hora. La zona hotelera de Cancún es sin dudas la mejor elección cuando se busca alojamiento en este magnífico destino.",el eleccion el avenida kukulkan ser ser para correr o caminar para tomar uno bus o andar en bici tanto de dia como de noche conectar todo hotel shopping resto banco y atracción ser fantastico estar cerca de este avenida super iluminado con mucho movimiento a todo hora el zona hotelero de cancun ser sin duda el mejor eleccion cuando él buscar alojamientir en este magnifico destino,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Compras y Lujo,"[0, 1, 2]",3,"[0, 2]","[0, 2, 5, 7, 10]"
