Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview,Sentimiento,SentimientoHF
Mercado artesanal,"Este es un gran mercado con decenas de puestos que venden de todo, desde camisetas, textiles, cerámica, joyería, recuerdos, etc. Los propietarios de los puestos no son exigentes y están dispuestos a negociar. Hay un restaurante dentro del mercado donde se puede tomar un descanso del bullicio y el ajetreo y sentarse y tomar algo de buena comida y bebida (no alcohólica o alcohólica)",Amigos,4,"Wellington, Nueva Zelanda",2025-03-06,2025-01-01,Cdmx,Mercado De Artesanias La Ciudadela,"Mercado artesanal Este es un gran mercado con decenas de puestos que venden de todo, desde camisetas, textiles, cerámica, joyería, recuerdos, etc. Los propietarios de los puestos no son exigentes y están dispuestos a negociar. Hay un restaurante dentro del mercado donde se puede tomar un descanso del bullicio y el ajetreo y sentarse y tomar algo de buena comida y bebida (no alcohólica o alcohólica)",Positivo,Positivo
Esto es IT para piezas artesanales.,"Hay mucho que ver, pero todo está hecho a mano. Todos los precios, desde pequeños recuerdos hasta hermosos textiles, que es lo que me encanta. Se compraron almohadas bordadas a mano y corredores de mesa. También compré platos rectangulares de sándwich de cerámica",Familia,5,"Fayetteville, AR",2025-02-25,2025-02-01,Cdmx,Mercado De Artesanias La Ciudadela,"Esto es IT para piezas artesanales. Hay mucho que ver, pero todo está hecho a mano. Todos los precios, desde pequeños recuerdos hasta hermosos textiles, que es lo que me encanta. Se compraron almohadas bordadas a mano y corredores de mesa. También compré platos rectangulares de sándwich de cerámica",Positivo,Positivo
Ahorre tiempo y dinero - solo unas pocas joyas entre cientos de vendedores de baratijas,"Un poco decepcionado en este mercado. Esperaba encontrar una gran variedad de artículos hechos a mano, pero en su lugar, es principalmente una repetición de artículos que están hechos en China, no auténticos o no hechos a mano. Ni siquiera habría pensado en comprar joyas en este mercado. Entre los muchos pasillos de baratijas baratas, hay algunas joyas. Un vendedor en el pasillo 8 había hecho a mano una guirnalda, que era cara pero claramente única. Otro vendedor en el pasillo 1 tenía agitadores de vidrio y picos de aceituna, que ningún otro vendedor tenía. Y de nuevo, un poco caro pero único. Algunos otros que vendían espejos y trabajos de hojalata eran más artísticos y auténticos, pero el resto puedes hacerlo igual o mejor con un vendedor ambulante cerca de un parque. En cuanto al resto de los proveedores, la mayoría se mostró antipática y se negó a negociar. Ahorre el viaje y quédese en un mercado callejero local o encuentre un verdadero mercado artificial de lujo.",Amigos,2,"Nueva York, Estado de Nueva York",2025-02-16,2025-02-01,Cdmx,Mercado De Artesanias La Ciudadela,"Ahorre tiempo y dinero - solo unas pocas joyas entre cientos de vendedores de baratijas Un poco decepcionado en este mercado. Esperaba encontrar una gran variedad de artículos hechos a mano, pero en su lugar, es principalmente una repetición de artículos que están hechos en China, no auténticos o no hechos a mano. Ni siquiera habría pensado en comprar joyas en este mercado. Entre los muchos pasillos de baratijas baratas, hay algunas joyas. Un vendedor en el pasillo 8 había hecho a mano una guirnalda, que era cara pero claramente única. Otro vendedor en el pasillo 1 tenía agitadores de vidrio y picos de aceituna, que ningún otro vendedor tenía. Y de nuevo, un poco caro pero único. Algunos otros que vendían espejos y trabajos de hojalata eran más artísticos y auténticos, pero el resto puedes hacerlo igual o mejor con un vendedor ambulante cerca de un parque. En cuanto al resto de los proveedores, la mayoría se mostró antipática y se negó a negociar. Ahorre el viaje y quédese en un mercado callejero local o encuentre un verdadero mercado artificial de lujo.",Negativo,Negativo
Muy bonito pero con cuidado,"El lugar es muy bonito y grande, existen piezas de decoración muy hermosas, sin embargo muchos de los locales tienen a sobreprecio las mismas piezas/souvenirs que si se dan una vuelta encontrarán mucho más barato.",Pareja,3,guille m,2025-01-28,2025-01-01,Cdmx,Mercado De Artesanias La Ciudadela,"Muy bonito pero con cuidado El lugar es muy bonito y grande, existen piezas de decoración muy hermosas, sin embargo muchos de los locales tienen a sobreprecio las mismas piezas/souvenirs que si se dan una vuelta encontrarán mucho más barato.",Neutro,Positivo
"Gran mercado, compras convenientes","Gran mercado con una mezcla de artesanías y recuerdos. Este era un buen lugar para comprar porque había una serie de puestos en un solo lugar y se podía caminar y ver bien una variedad de cosas que podrían estar interesados y luego hacer su elección de compra después de sentir que los había mirado por todas partes. Estoy seguro de que no es el mercado de precio más bajo, pero fue muy conveniente y me permitió recoger algunas cosas que sabía que quería y ver bien lo que el mercado de artesanías de Centroamérica está haciendo. Uno de mis grandes pesares es que volvía con una maleta pequeña y no pude comprar algo de la cristalería que vi que me gustaba mucho. Los comerciantes son bastante profesionales. La mayoría de ellos tomaron tarjetas de crédito y pagué un par de cosas con otros billetes grandes que había recibido en la máquina bancaria y no recibí a nadie que no pudiera cambiar, aunque intenté usar los billetes grandes para comprar cosas que se acercaran al tamaño de los billetes. En general, me gustó porque contuve mis compras en una parte en particular del viaje y no me sentía como si quisiera parar en los puestos dondequiera que fuéramos.",Pareja,5,"Silver Spring, MD",2025-01-13,2025-01-01,Cdmx,Mercado De Artesanias La Ciudadela,"Gran mercado, compras convenientes Gran mercado con una mezcla de artesanías y recuerdos. Este era un buen lugar para comprar porque había una serie de puestos en un solo lugar y se podía caminar y ver bien una variedad de cosas que podrían estar interesados y luego hacer su elección de compra después de sentir que los había mirado por todas partes. Estoy seguro de que no es el mercado de precio más bajo, pero fue muy conveniente y me permitió recoger algunas cosas que sabía que quería y ver bien lo que el mercado de artesanías de Centroamérica está haciendo. Uno de mis grandes pesares es que volvía con una maleta pequeña y no pude comprar algo de la cristalería que vi que me gustaba mucho. Los comerciantes son bastante profesionales. La mayoría de ellos tomaron tarjetas de crédito y pagué un par de cosas con otros billetes grandes que había recibido en la máquina bancaria y no recibí a nadie que no pudiera cambiar, aunque intenté usar los billetes grandes para comprar cosas que se acercaran al tamaño de los billetes. En general, me gustó porque contuve mis compras en una parte en particular del viaje y no me sentía como si quisiera parar en los puestos dondequiera que fuéramos.",Positivo,Positivo
Mercado artesanal excepcional,Fantástica colección de artesanías de todo el país. Algunos artesanos están haciendo sus artesanías en sus puestos. El mercado está muy limpio y tranquilo. Los empleados de la tienda no son exigentes y puede disfrutar mirando sin sentir presión para comprar. Bonito restaurante en el lugar con gran café y comida. Me sentí muy segura y no ajetreada por nadie.,Familia,5,"Cayo Ambergris, Belice",2024-12-10,2024-12-01,Cdmx,Mercado De Artesanias La Ciudadela,Mercado artesanal excepcional Fantástica colección de artesanías de todo el país. Algunos artesanos están haciendo sus artesanías en sus puestos. El mercado está muy limpio y tranquilo. Los empleados de la tienda no son exigentes y puede disfrutar mirando sin sentir presión para comprar. Bonito restaurante en el lugar con gran café y comida. Me sentí muy segura y no ajetreada por nadie.,Positivo,Positivo
Compra de artesanias,"Hay monton de puestos bien organizados, donde venden variedad de artesanias y productos para llevar de recuerdo, el lugar es bien limpio",Familia,5,"Tegucigalpa, Honduras",2024-12-06,2024-12-01,Cdmx,Mercado De Artesanias La Ciudadela,"Compra de artesanias Hay monton de puestos bien organizados, donde venden variedad de artesanias y productos para llevar de recuerdo, el lugar es bien limpio",Positivo,Positivo
El lugar perfecto de la artesanía mexicana,"El lugar perfecto para encontrar artesanía mexicana. Todas las opciones, precios buenos, un sitio seguro y limpio.  Visita obligada para los amantes de estas cosas.",Pareja,5,anonimo,2024-11-24,2024-11-01,Cdmx,Mercado De Artesanias La Ciudadela,"El lugar perfecto de la artesanía mexicana El lugar perfecto para encontrar artesanía mexicana. Todas las opciones, precios buenos, un sitio seguro y limpio.  Visita obligada para los amantes de estas cosas.",Positivo,Positivo
Caza de recuerdos,"Este lugar fue recomendado en varias publicaciones / sitios web de turismo. Usted encontrará casi todo tipo de recuerdos de su viaje a México. Los dueños de los puestos no te molestan, que era agradable, algunos son de precio fijo otros se puede hacer trueque. Bonita cafetería/bar en el centro. Recomendaría una visita mientras serpenteas por la ciudad si estás buscando regalos a un precio razonable.",Pareja,4,anonimo,2024-11-10,2024-11-01,Cdmx,Mercado De Artesanias La Ciudadela,"Caza de recuerdos Este lugar fue recomendado en varias publicaciones / sitios web de turismo. Usted encontrará casi todo tipo de recuerdos de su viaje a México. Los dueños de los puestos no te molestan, que era agradable, algunos son de precio fijo otros se puede hacer trueque. Bonita cafetería/bar en el centro. Recomendaría una visita mientras serpenteas por la ciudad si estás buscando regalos a un precio razonable.",Positivo,Positivo
¡Imperdible!,"Esta es una visita obligada si desea una oportunidad concentrada de compras de artes y artesanías mexicanas de todo el país. Encontrará hermosos textiles, cerámica, joyas de plata y más.",Amigos,3,"Delta, Canadá",2024-11-05,2024-11-01,Cdmx,Mercado De Artesanias La Ciudadela,"¡Imperdible! Esta es una visita obligada si desea una oportunidad concentrada de compras de artes y artesanías mexicanas de todo el país. Encontrará hermosos textiles, cerámica, joyas de plata y más.",Neutro,Positivo
sin titulo,"Vine aquí un domingo justo después de las 10 am, la mitad de los puestos estaban abiertos, el resto abierto 11 am. Queríamos una calavera decorada y algún tipo de plato o frasco, muchos puestos parecen que están vendiendo múltiplos de lo mismo, y da una sensación de ""hecho en china"", aunque creo que la mayoría de los productos se hacen en México. Después de pasear y tener una idea de los diferentes puestos se puede reconocer cuáles son los buenos. La calavera decorada que encontramos no la vi en ningún otro lado y era solo que tenía la decoración, esta era de un puesto que se encuentra entrando en la entrada Emilio Donde (entrada grande por donde van los vehículos NO Bienvenidos 4 ) , girando a la derecha y bajando por la primera fila de puestos y es del lado derecho alrededor de una caminata de 30 segundos. Busque un hombre que venda cráneos, floreros (habrá algunos obviamente, pero debe encontrarlo en esa área general). Otro puesto a revisar es entrar de nuevo desde Emilio Donde pero esta vez gire a la izquierda, camine y luego tome la primera o segunda fila derecha de tiendas. Busque una señora que venda platos y otras cerámicas de Anette Checuan. Esta es una zona más pequeña de tiendas. Probablemente haya más joyas en el mercado, pero esas son las 2 que encontramos que eran mejores de lo que estaba abierto en ese momento.",Pareja,5,"Mercado De Artesanias La Ciudadela, Ciudad de México en octubre",2024-10-23,2024-10-01,Cdmx,Mercado De Artesanias La Ciudadela,"Vine aquí un domingo justo después de las 10 am, la mitad de los puestos estaban abiertos, el resto abierto 11 am. Queríamos una calavera decorada y algún tipo de plato o frasco, muchos puestos parecen que están vendiendo múltiplos de lo mismo, y da una sensación de ""hecho en china"", aunque creo que la mayoría de los productos se hacen en México. Después de pasear y tener una idea de los diferentes puestos se puede reconocer cuáles son los buenos. La calavera decorada que encontramos no la vi en ningún otro lado y era solo que tenía la decoración, esta era de un puesto que se encuentra entrando en la entrada Emilio Donde (entrada grande por donde van los vehículos NO Bienvenidos 4 ) , girando a la derecha y bajando por la primera fila de puestos y es del lado derecho alrededor de una caminata de 30 segundos. Busque un hombre que venda cráneos, floreros (habrá algunos obviamente, pero debe encontrarlo en esa área general). Otro puesto a revisar es entrar de nuevo desde Emilio Donde pero esta vez gire a la izquierda, camine y luego tome la primera o segunda fila derecha de tiendas. Busque una señora que venda platos y otras cerámicas de Anette Checuan. Esta es una zona más pequeña de tiendas. Probablemente haya más joyas en el mercado, pero esas son las 2 que encontramos que eran mejores de lo que estaba abierto en ese momento.",Positivo,Negativo
