Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview
Muy disfrutable avenida,"Preciosa avenida paa recorrerla caminando por el cantero central. Hay varios monumentos que merecen que uno se detenga y los aprecie en detalle. Esta el Angel de la Independencia, donde estan sepultados los restos de varios heroes de la independencia. A nosotros nos toco verlo en obras.Otro curioso monumento es la Diana Cazadora. No se pierdan la flecha clavada en la pared de un cine cruzando la calle.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Muy disfrutable avenida. Preciosa avenida paa recorrerla caminando por el cantero central. Hay varios monumentos que merecen que uno se detenga y los aprecie en detalle. Esta el Angel de la Independencia, donde estan sepultados los restos de varios heroes de la independencia. A nosotros nos toco verlo en obras.Otro curioso monumento es la Diana Cazadora. No se pierdan la flecha clavada en la pared de un cine cruzando la calle."
Excelente,"Hay muchos puntos de interés, que visitar, plazas, restaurantes. Visité varios lugares durante mi estancia. Muy seguro y bonito.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Excelente. Hay muchos puntos de interés, que visitar, plazas, restaurantes. Visité varios lugares durante mi estancia. Muy seguro y bonito."
VISITA A LA CDMX,"EN ESAS FECHAS DE SEMANA SANTA LA CAPITAL DEL PAIS AGRADABLE,TRAFICO INIGUALABLE,SE RECOMIENDA PARA VISITAR MUSEOS Y DEMAS",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"VISITA A LA CDMX. EN ESAS FECHAS DE SEMANA SANTA LA CAPITAL DEL PAIS AGRADABLE,TRAFICO INIGUALABLE,SE RECOMIENDA PARA VISITAR MUSEOS Y DEMAS."
Viaje de negocios,"He estado aquí varias veces, y es una zona estupenda y agradable, ¡y seguro que es un domingo por la mañana cuando las carreteras están cerradas a los coches! ! Y seguro para caminar en bicicleta, etc.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Viaje de negocios. He estado aquí varias veces, y es una zona estupenda y agradable, ¡y seguro que es un domingo por la mañana cuando las carreteras están cerradas a los coches! ! Y seguro para caminar en bicicleta, etc."
Genial para un paseo en bicicleta el domingo.,"El Paseo de la Reforma es una arteria principal de la ciudad. Elegimos coger bicicletas en nuestro hotel y pasear por la ciudad un domingo por la mañana. La ciudad cierra el Paseo de la Reforma y algunas calles laterales los domingos entre las 8:00 am y las 2:00 pm para que la gente pueda andar en bicicleta, correr, caminar, patinar, etc. por la ciudad. Es una oportunidad increíble para salir y moverse por la calle. Conseguimos nuestras bicicletas a las 8:30 am y anduvimos hasta las 10:00 am, porque teníamos un recorrido gastronómico a pie en Polanco a las 11:00. ¡Nos alegramos mucho de haber hecho el paseo en bicicleta! Nos detuvimos y tomamos fotografías en varios puntos de referencia e incluso de algunos vendedores ambulantes en el camino. Es una hermosa manera de orientarse en la ciudad. ¡Altamente recomendado!",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Genial para un paseo en bicicleta el domingo. El Paseo de la Reforma es una arteria principal de la ciudad. Elegimos coger bicicletas en nuestro hotel y pasear por la ciudad un domingo por la mañana. La ciudad cierra el Paseo de la Reforma y algunas calles laterales los domingos entre las 8:00 am y las 2:00 pm para que la gente pueda andar en bicicleta, correr, caminar, patinar, etc. por la ciudad. Es una oportunidad increíble para salir y moverse por la calle. Conseguimos nuestras bicicletas a las 8:30 am y anduvimos hasta las 10:00 am, porque teníamos un recorrido gastronómico a pie en Polanco a las 11:00. ¡Nos alegramos mucho de haber hecho el paseo en bicicleta! Nos detuvimos y tomamos fotografías en varios puntos de referencia e incluso de algunos vendedores ambulantes en el camino. Es una hermosa manera de orientarse en la ciudad. ¡Altamente recomendado!."
Gran lugar,"Excelente lugar para recorrer entre semana o los fines. Es muy tranquilo y varias opciones para comer, disfrutar de alguna bebida o echar la plática.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Gran lugar. Excelente lugar para recorrer entre semana o los fines. Es muy tranquilo y varias opciones para comer, disfrutar de alguna bebida o echar la plática."
Bieeen,"Caminar por aqui y ver los grandes edificios siempre es interesante, me encanta esta avenida y toda su historia.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Bieeen. Caminar por aqui y ver los grandes edificios siempre es interesante, me encanta esta avenida y toda su historia."
REFORMA ES HERMOSO,"es inmensooooo  es una avenida gigante tratamos de recorerla a pie (se puede ) pero no la logramos , esta el angel de la independencia , la diana , el castillo  de chaputepec,el caballito  ademas es un lugar muy entetenido , el domindo se vuelve peatonal  desde las 6 a las 14",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"REFORMA ES HERMOSO. es inmensooooo  es una avenida gigante tratamos de recorerla a pie (se puede ) pero no la logramos , esta el angel de la independencia , la diana , el castillo  de chaputepec,el caballito  ademas es un lugar muy entetenido , el domindo se vuelve peatonal  desde las 6 a las 14."
Disfruta de una hora aproximadamente con un paseo por la ciudad.,"Un paseo encantador que contaba con exhibiciones de arte, ¿para el día de los muertos? O tal vez haya una rotación durante todo el año. Es bueno pasear y deambular.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Disfruta de una hora aproximadamente con un paseo por la ciudad. Un paseo encantador que contaba con exhibiciones de arte, ¿para el día de los muertos? O tal vez haya una rotación durante todo el año. Es bueno pasear y deambular."
Siempre hermoso,"Un lugar que nunca falla para dar un paseo tranquilo con tu pareja, amigos o familiares. Es más cómodo venir entre semana, hay menos gente en comparación con los fines.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Siempre hermoso. Un lugar que nunca falla para dar un paseo tranquilo con tu pareja, amigos o familiares. Es más cómodo venir entre semana, hay menos gente en comparación con los fines."
Paseo de la Reforma,"Tranquilidad, buenos hoteles y zona muy central, se puede caminar hasta llegar a la zona histórica,  recomiendo Uber,  los taxistas que  cogimos nos cobraban el doble",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Paseo de la Reforma. Tranquilidad, buenos hoteles y zona muy central, se puede caminar hasta llegar a la zona histórica,  recomiendo Uber,  los taxistas que  cogimos nos cobraban el doble."
Magestuosa avenida,"Excelente avenida para caminar y conocer un poco mas la Ciudad, es muy céntrica y de fácil movimiento.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Magestuosa avenida. Excelente avenida para caminar y conocer un poco mas la Ciudad, es muy céntrica y de fácil movimiento."
Muy agradable,"Muy bonito toda las áreas cercanas al hotel Mx Reforma (Excelente la estancia), sobre todo el monumento al Angel, aprovecho esta oportunidad para comentar que salimos del Hotel para tomas de fotos a este hermoso escultura (Angel), pero en el camino sobre el parque , se encuentran muchas personas en situación de indigencia que hacen sus necesidades sobre la misma (fue desagradable encontrarse con estos residuos). Estas personas deben ser atendidas para mejorar su calidad de vida en albergues especiales y por ende se evitarian estas escenas nada agradables",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Muy agradable. Muy bonito toda las áreas cercanas al hotel Mx Reforma (Excelente la estancia), sobre todo el monumento al Angel, aprovecho esta oportunidad para comentar que salimos del Hotel para tomas de fotos a este hermoso escultura (Angel), pero en el camino sobre el parque , se encuentran muchas personas en situación de indigencia que hacen sus necesidades sobre la misma (fue desagradable encontrarse con estos residuos). Estas personas deben ser atendidas para mejorar su calidad de vida en albergues especiales y por ende se evitarian estas escenas nada agradables."
Calle principal para tus pies,"Una de las vías principales para atravesar la Ciudad de México, vale la pena caminar durante el día para ver algunos de los sitios a lo largo del camino.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Calle principal para tus pies. Una de las vías principales para atravesar la Ciudad de México, vale la pena caminar durante el día para ver algunos de los sitios a lo largo del camino."
"¡Un hito majestuoso, histórico y digno de ver!",Esta es una atracción histórica: grandiosa con una buena ubicación y un lugar genial para visitar. Este monumento es definitivamente uno en el que debes hacer una parada. Es culturalmente significativo en México y es un gran lugar para tomar una foto. La ubicación es conveniente y tenía muchos restaurantes cerca. Vale la pena una parada rápida seguro! No necesita más de unos minutos para ver a menos que quiera cruzar la calle concurrida y sentarse en los escalones empapándose del ajetreo de la ciudad. Sin cargo para ver.,desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"¡Un hito majestuoso, histórico y digno de ver!. Esta es una atracción histórica: grandiosa con una buena ubicación y un lugar genial para visitar. Este monumento es definitivamente uno en el que debes hacer una parada. Es culturalmente significativo en México y es un gran lugar para tomar una foto. La ubicación es conveniente y tenía muchos restaurantes cerca. Vale la pena una parada rápida seguro! No necesita más de unos minutos para ver a menos que quiera cruzar la calle concurrida y sentarse en los escalones empapándose del ajetreo de la ciudad. Sin cargo para ver."
nada especial,"en realidad no tiene nada especial, es una avenida con buena cantidad de árboles y buena alternativa para cuando debes caminar desde el centro hacia bosque chapultepec",desconocido,3,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"nada especial. en realidad no tiene nada especial, es una avenida con buena cantidad de árboles y buena alternativa para cuando debes caminar desde el centro hacia bosque chapultepec."
Buen paseo,"Está muy linda la avenida, con ganas de imprimir una foto de ahí, la verdad  vale la pena recorrerla, como a las 9am o 6pm",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Buen paseo. Está muy linda la avenida, con ganas de imprimir una foto de ahí, la verdad  vale la pena recorrerla, como a las 9am o 6pm."
Inevitable recorrida en Ciudad de México,"La extensa Paseo de la Reforma es una de las arterias que no pueden dejar de recorrerse en Ciudad de México. Lugares históricos, buena construcción y comercios.",desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Inevitable recorrida en Ciudad de México. La extensa Paseo de la Reforma es una de las arterias que no pueden dejar de recorrerse en Ciudad de México. Lugares históricos, buena construcción y comercios."
Excelente paseo peatonal,El paseo de la reforma es un paseo peatonal súper extenso y muy arborizado por el que resulta muy agradable caminar a cualquier hora.,desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Excelente paseo peatonal. El paseo de la reforma es un paseo peatonal súper extenso y muy arborizado por el que resulta muy agradable caminar a cualquier hora.
Muy bueno,Estuve 3dias y me alcanzó para hacer el tour y poder recorrer todo el paseo .lo hicimos de día y de noche,desconocido,4,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,Muy bueno. Estuve 3dias y me alcanzó para hacer el tour y poder recorrer todo el paseo .lo hicimos de día y de noche.
Calle perfecta para caminar y hacer turismo.,"El hotel en el que me alojé estaba en Paseo Reforma y lo usábamos bastante para ir de Chapultepec y para cenar y hacer compras. La calle está llena de senderos para caminar, comida, café y tiendas de lujo. Vale la pena dar un paseo por esta hermosa calle para tener una idea de la sección turística de la Ciudad de México.",desconocido,5,anonimo,,,Datasets_por_ciudad,Dataset_cdmx,"Calle perfecta para caminar y hacer turismo. El hotel en el que me alojé estaba en Paseo Reforma y lo usábamos bastante para ir de Chapultepec y para cenar y hacer compras. La calle está llena de senderos para caminar, comida, café y tiendas de lujo. Vale la pena dar un paseo por esta hermosa calle para tener una idea de la sección turística de la Ciudad de México."
